epoch,accuracy,precision,recall,f1
1,0.7564102564102564,0.5721564760026299,0.7564102564102564,0.6515066442073741
2,0.26794871794871794,0.6430243134941123,0.26794871794871794,0.16018450569038803
3,0.7564102564102564,0.5721564760026299,0.7564102564102564,0.6515066442073741
4,0.7564102564102564,0.5721564760026299,0.7564102564102564,0.6515066442073741
5,0.7564102564102564,0.5721564760026299,0.7564102564102564,0.6515066442073741
6,0.7538461538461538,0.5716828158987542,0.7538461538461538,0.6502474134053081
7,0.7564102564102564,0.5721564760026299,0.7564102564102564,0.6515066442073741
8,0.7564102564102564,0.5721564760026299,0.7564102564102564,0.6515066442073741
9,0.7564102564102564,0.5721564760026299,0.7564102564102564,0.6515066442073741
10,0.7564102564102564,0.5721564760026299,0.7564102564102564,0.6515066442073741
11,0.7564102564102564,0.5721564760026299,0.7564102564102564,0.6515066442073741
12,0.7564102564102564,0.5721564760026299,0.7564102564102564,0.6515066442073741
13,0.7564102564102564,0.5721564760026299,0.7564102564102564,0.6515066442073741
14,0.7564102564102564,0.5721564760026299,0.7564102564102564,0.6515066442073741
15,0.7564102564102564,0.5721564760026299,0.7564102564102564,0.6515066442073741
16,0.7564102564102564,0.5721564760026299,0.7564102564102564,0.6515066442073741
17,0.7564102564102564,0.5721564760026299,0.7564102564102564,0.6515066442073741
18,0.7564102564102564,0.5721564760026299,0.7564102564102564,0.6515066442073741
19,0.7564102564102564,0.5721564760026299,0.7564102564102564,0.6515066442073741
20,0.7564102564102564,0.5721564760026299,0.7564102564102564,0.6515066442073741
