epoch,accuracy,precision,recall,f1
1,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
2,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
3,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
4,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
5,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
6,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
7,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
8,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
9,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
10,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
11,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
12,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
13,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
14,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
15,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
16,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
17,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
18,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
19,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
20,0.7837837837837838,0.6143170197224251,0.7837837837837838,0.6887796887796888
