epoch,accuracy,precision,recall,f1
1,0.7866666666666666,0.6188444444444444,0.7866666666666666,0.6927363184079601
2,0.7866666666666666,0.6188444444444444,0.7866666666666666,0.6927363184079601
3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
4,0.7866666666666666,0.6188444444444444,0.7866666666666666,0.6927363184079601
5,0.7866666666666666,0.6188444444444444,0.7866666666666666,0.6927363184079601
6,0.7866666666666666,0.6188444444444444,0.7866666666666666,0.6927363184079601
7,0.7866666666666666,0.6188444444444444,0.7866666666666666,0.6927363184079601
8,0.7866666666666666,0.6188444444444444,0.7866666666666666,0.6927363184079601
9,0.7866666666666666,0.6188444444444444,0.7866666666666666,0.6927363184079601
10,0.7866666666666666,0.6188444444444444,0.7866666666666666,0.6927363184079601
11,0.7866666666666666,0.6188444444444444,0.7866666666666666,0.6927363184079601
12,0.7866666666666666,0.6188444444444444,0.7866666666666666,0.6927363184079601
13,0.7866666666666666,0.6188444444444444,0.7866666666666666,0.6927363184079601
14,0.7866666666666666,0.6188444444444444,0.7866666666666666,0.6927363184079601
15,0.7866666666666666,0.6188444444444444,0.7866666666666666,0.6927363184079601
16,0.7866666666666666,0.6188444444444444,0.7866666666666666,0.6927363184079601
17,0.7866666666666666,0.6188444444444444,0.7866666666666666,0.6927363184079601
18,0.7866666666666666,0.6188444444444444,0.7866666666666666,0.6927363184079601
19,0.7866666666666666,0.6188444444444444,0.7866666666666666,0.6927363184079601
20,0.7866666666666666,0.6188444444444444,0.7866666666666666,0.6927363184079601
