epoch,accuracy,precision,recall,f1
1,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
2,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
3,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
4,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
5,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
6,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
7,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
8,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
9,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
10,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
11,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
12,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
13,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
14,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
15,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
16,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
17,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
18,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
19,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
20,0.7435897435897436,0.5529257067718606,0.7435897435897436,0.6342383107088989
